sno,Date_Full,Station_City,Station_State,Data_Temperature_Avg_Temp,Data_Temperature_Max_Temp,Data_Temperature_Min_Temp
2763,28/02/2016,Williamsport,Pennsylvania,38,49,27
2764,28/02/2016,San Juan,Puerto Rico,79,85,73
2765,28/02/2016,Providence,Rhode Island,40,49,30
2766,28/02/2016,Anderson,South Carolina,49,60,39
2767,28/02/2016,Charleston,South Carolina,56,68,45
2768,28/02/2016,Columbia,South Carolina,53,64,41
2769,28/02/2016,Greer,South Carolina,48,59,36
2770,28/02/2016,Aberdeen,South Dakota,35,46,24
2771,28/02/2016,Huron,South Dakota,36,46,24
2772,28/02/2016,Pierre,South Dakota,37,50,24
2773,28/02/2016,Rapid City,South Dakota,39,53,22
2774,28/02/2016,Sioux Falls,South Dakota,34,43,25
2775,28/02/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,43,54,33
2776,28/02/2016,Chattanooga,Tennessee,49,58,39
2777,28/02/2016,Clarksville,Tennessee,45,55,35
2778,28/02/2016,Crossville,Tennessee,44,52,36
2779,28/02/2016,Knoxville,Tennessee,46,54,37
2780,28/02/2016,Memphis,Tennessee,48,56,40
2781,28/02/2016,Nashville,Tennessee,47,57,37
2782,28/02/2016,Oak Ridge,Tennessee,46,55,37
2783,28/02/2016,Abilene,Texas,51,62,39
2784,28/02/2016,Amarillo,Texas,44,59,29
2785,28/02/2016,Austin/Bergstrom,Texas,55,68,42
2786,28/02/2016,Austin/City,Texas,57,68,46
2787,28/02/2016,Beaumont/Port Arthur,Texas,58,70,45
2788,28/02/2016,Brownsville,Texas,65,78,52
2789,28/02/2016,Childress,Texas,49,62,35
2790,28/02/2016,College Station,Texas,56,67,44
2791,28/02/2016,Corpus Christi,Texas,63,76,50
2792,28/02/2016,Dalhart,Texas,43,61,25
2793,28/02/2016,Dallas,Texas,53,62,43
2794,28/02/2016,Dallas-Fort Worth,Texas,53,63,43
2795,28/02/2016,Del Rio,Texas,59,71,47
2796,28/02/2016,El Paso,Texas,55,69,39
2797,28/02/2016,Fort Worth,Texas,54,64,44
2798,28/02/2016,Galveston,Texas,59,67,51
2799,28/02/2016,Houston,Texas,59,70,47
2800,28/02/2016,Lubbock,Texas,46,61,31
2801,28/02/2016,Midland,Texas,50,63,36
2802,28/02/2016,San Angelo,Texas,51,66,36
2803,28/02/2016,San Antonio,Texas,57,68,45
2804,28/02/2016,Victoria,Texas,59,72,46
2805,28/02/2016,Waco,Texas,53,64,41
2806,28/02/2016,Wichita Falls,Texas,50,62,37
2807,28/02/2016,Salt Lake City,Utah,43,54,31
2808,28/02/2016,Blacksburg,VA,44,52,36
2809,28/02/2016,Burlington,Vermont,27,36,18
2810,28/02/2016,Lynchburg,Virginia,42,50,34
2811,28/02/2016,Norfolk,Virginia,49,58,39
2812,28/02/2016,Richmond,Virginia,45,55,35
2813,28/02/2016,Roanoke,Virginia,44,52,36
2814,28/02/2016,Wallops Island,Virginia,45,52,37
2815,28/02/2016,Washington,Virginia,45,53,36
2816,28/02/2016,Deer Park,Washington,38,50,26
2817,28/02/2016,Ephrata,Washington,43,55,30
2818,28/02/2016,Olympia,Washington,46,56,35
2819,28/02/2016,Quillayute,Washington,48,56,40
2820,28/02/2016,Seattle,Washington,48,55,40
2821,28/02/2016,Spokane,Washington,41,50,31
2822,28/02/2016,Yakima,Washington,44,59,29
2823,28/02/2016,Beckley,West Virginia,41,47,31
2824,28/02/2016,Charleston,West Virginia,44,53,35
2825,28/02/2016,Elkins,West Virginia,39,48,29
2826,28/02/2016,Huntington,West Virginia,44,53,35
2827,28/02/2016,Green Bay,Wisconsin,31,36,25
2828,28/02/2016,La Crosse,Wisconsin,37,43,30
2829,28/02/2016,Madison,Wisconsin,36,42,29
2830,28/02/2016,Milwaukee,Wisconsin,36,42,29
2831,28/02/2016,Casper,Wyoming,36,50,21
2832,28/02/2016,Cheyenne,Wyoming,37,49,25
2833,28/02/2016,Lander,Wyoming,37,50,23
2834,28/02/2016,Rawlins,Wyoming,33,42,23
2835,28/02/2016,Sheridan,Wyoming,37,53,21
2836,06/03/2016,Birmingham,Alabama,49,60,38
2837,06/03/2016,Huntsville,Alabama,47,58,36
2838,06/03/2016,Mobile,Alabama,58,71,44
2839,06/03/2016,Montgomery,Alabama,54,66,41
2840,06/03/2016,Anchorage,Alaska,30,36,22
2841,06/03/2016,Annette,Alaska,43,48,38
2842,06/03/2016,Bethel,Alaska,24,30,19
2843,06/03/2016,Bettles,Alaska,12,23,1
2844,06/03/2016,Cold Bay,Alaska,32,38,26
2845,06/03/2016,Cordova,Alaska,35,46,23
2846,06/03/2016,Delta Junction/Ft Greely,Alaska,17,28,5
2847,06/03/2016,Fairbanks,Alaska,15,26,3
2848,06/03/2016,Gulkana,Alaska,11,28,-4
2849,06/03/2016,Gustavus,Alaska,60,60,60
2850,06/03/2016,Homer,Alaska,33,39,25
2851,06/03/2016,Iliamna,Alaska,33,40,25
2852,06/03/2016,Juneau,Alaska,36,45,27
2853,06/03/2016,Kenai,Alaska,28,36,20
2854,06/03/2016,Ketchikan,Alaska,43,49,36
2855,06/03/2016,King Salmon,Alaska,32,41,23
2856,06/03/2016,Kodiak,Alaska,37,41,33
2857,06/03/2016,Kotzebue,Alaska,8,15,0
2858,06/03/2016,Mc Grath,Alaska,16,29,3
2859,06/03/2016,Nome,Alaska,21,25,14
2860,06/03/2016,Northway,Alaska,11,23,0
2861,06/03/2016,Palmer,Alaska,30,38,21
2862,06/03/2016,Petersburg,Alaska,60,60,60
2863,06/03/2016,Puntilla Lake,Alaska,60,60,60
2864,06/03/2016,Shemya,Alaska,60,60,60
2865,06/03/2016,Sitka,Alaska,43,50,36
2866,06/03/2016,Skagway,Alaska,40,45,35
2867,06/03/2016,St Paul Island,Alaska,31,34,27
2868,06/03/2016,Talkeetna,Alaska,28,40,16
2869,06/03/2016,Tanana,Alaska,12,23,1
2870,06/03/2016,Utqiagvik (Barrow),Alaska,-3,0,-8
2871,06/03/2016,Wrangell,Alaska,60,60,60
2872,06/03/2016,Yakutat,Alaska,35,47,23
2873,06/03/2016,Douglas Bisbee,Arizona,60,82,38
2874,06/03/2016,Kingman,Arizona,60,77,43
2875,06/03/2016,Phoenix,Arizona,73,86,59
2876,06/03/2016,Tucson,Arizona,69,85,53
2877,06/03/2016,Winslow,Arizona,55,75,34
2878,06/03/2016,Fort Smith,Arkansas,55,69,40
2879,06/03/2016,Harrison,Arkansas,50,64,35
2880,06/03/2016,North Little Rock,Arkansas,54,65,42
2881,06/03/2016,Bakersfield,California,63,74,51
2882,06/03/2016,Bishop,California,54,72,35
2883,06/03/2016,China Lake,California,61,77,45
2884,06/03/2016,Concord,California,60,68,53
2885,06/03/2016,Eureka,California,53,62,45
2886,06/03/2016,Fresno,California,61,70,51
2887,06/03/2016,Hayward,California,60,66,53
2888,06/03/2016,Long Beach,California,62,68,55
2889,06/03/2016,Los Angeles,California,60,65,55
2890,06/03/2016,Red Bluff,California,57,64,49
2891,06/03/2016,Redding,California,57,63,49
2892,06/03/2016,Sacramento,California,59,67,51
2893,06/03/2016,Salinas,California,59,67,50
2894,06/03/2016,San Diego,California,63,69,57
2895,06/03/2016,San Francisco,California,60,65,54
2896,06/03/2016,Sandberg,California,56,64,47
2897,06/03/2016,Santa Barbara,California,57,65,49
2898,06/03/2016,Santa Maria,California,60,69,50
2899,06/03/2016,Stockton,California,60,69,50
2900,06/03/2016,Alamosa,Colorado,40,59,20
2901,06/03/2016,Colorado Springs,Colorado,47,60,33
2902,06/03/2016,Craig,Colorado,34,46,20
2903,06/03/2016,Denver,Colorado,47,62,30
2904,06/03/2016,Grand Junction,Colorado,49,62,35
2905,06/03/2016,Pueblo,Colorado,49,68,29
2906,06/03/2016,Bridgeport,Connecticut,35,41,28
2907,06/03/2016,Windsor Locks,Connecticut,32,41,22
2908,06/03/2016,Newark,DE,38,47,28
2909,06/03/2016,Wilmington,Delaware,38,47,28
2910,06/03/2016,Daytona Beach,Florida,63,74,51
2911,06/03/2016,Fort Lauderdale,Florida,73,80,65
2912,06/03/2016,Gainesville,Florida,58,74,42
2913,06/03/2016,Jacksonville,Florida,58,71,44
2914,06/03/2016,Key West,Florida,72,77,67
2915,06/03/2016,Miami,Florida,73,81,65
2916,06/03/2016,Orlando,Florida,66,78,54
2917,06/03/2016,Pensacola,Florida,60,71,48
2918,06/03/2016,Tallahassee,Florida,57,72,42
2919,06/03/2016,Tampa,Florida,65,75,55
2920,06/03/2016,Vero Beach,Florida,68,79,56
2921,06/03/2016,West Palm Beach,Florida,71,79,62
2922,06/03/2016,Alma,Georgia,54,69,40
2923,06/03/2016,Athens,Georgia,50,62,37
2924,06/03/2016,Atlanta,Georgia,50,59,40
2925,06/03/2016,Augusta,Georgia,50,64,37
2926,06/03/2016,Macon,Georgia,52,65,39
2927,06/03/2016,Savannah,Georgia,55,68,42
2928,06/03/2016,Hilo,Hawaii,75,85,66
2929,06/03/2016,Honolulu,Hawaii,74,81,66
2930,06/03/2016,Kahului,Hawaii,75,84,66
2931,06/03/2016,Kaunakakai,Hawaii,72,80,63
2932,06/03/2016,Lihue,Hawaii,71,79,62
2933,06/03/2016,Boise,Idaho,51,63,40
2934,06/03/2016,Lewiston,Idaho,48,57,39
2935,06/03/2016,Pocatello,Idaho,45,58,31
2936,06/03/2016,Chicago,Illinois,30,37,23
2937,06/03/2016,Moline,Illinois,33,42,22
2938,06/03/2016,Peoria,Illinois,34,43,25
2939,06/03/2016,Quincy,Illinois,37,47,27
2940,06/03/2016,Rockford,Illinois,30,38,21
2941,06/03/2016,Springfield,Illinois,38,47,27
2942,06/03/2016,Evansville,Indiana,40,49,31
2943,06/03/2016,Fort Wayne,Indiana,32,37,25
2944,06/03/2016,Indianapolis,Indiana,36,43,27
2945,06/03/2016,South Bend,Indiana,28,34,20
2946,06/03/2016,Cedar Rapids,Iowa,29,38,19
2947,06/03/2016,Des Moines,Iowa,36,45,27
2948,06/03/2016,Dubuque,Iowa,27,36,18
2949,06/03/2016,Sioux City,Iowa,38,50,25
2950,06/03/2016,Waterloo,Iowa,26,37,14
2951,06/03/2016,Concordia,Kansas,47,62,32
2952,06/03/2016,Dodge City,Kansas,51,66,35
2953,06/03/2016,Goodland,Kansas,48,66,29
2954,06/03/2016,Medicine Lodge,Kansas,52,68,35
2955,06/03/2016,Topeka,Kansas,47,63,31
2956,06/03/2016,Wichita,Kansas,51,67,35
2957,06/03/2016,Covington,Kentucky,35,42,28
2958,06/03/2016,Jackson,Kentucky,38,46,31
2959,06/03/2016,Lexington,Kentucky,37,46,28
2960,06/03/2016,Louisville,Kentucky,39,47,31
2961,06/03/2016,Paducah,Kentucky,42,52,30
2962,06/03/2016,Baton Rouge,Louisiana,63,75,50
2963,06/03/2016,Lake Charles,Louisiana,63,75,51
2964,06/03/2016,New Orleans,Louisiana,64,74,53
2965,06/03/2016,Shreveport,Louisiana,61,75,46
2966,06/03/2016,Slidell,Louisiana,60,73,46
2967,06/03/2016,Bangor,Maine,23,34,11
2968,06/03/2016,Caribou,Maine,11,22,-1
2969,06/03/2016,Portland,Maine,28,37,19
2970,06/03/2016,Baltimore,Maryland,39,49,28
2971,06/03/2016,Salisbury,Maryland,39,48,28
2972,06/03/2016,Boston,Massachusetts,33,40,26
2973,06/03/2016,Milton,Massachusetts,60,60,60
2974,06/03/2016,Worcester,Massachusetts,29,37,20
2975,06/03/2016,Alpena,Michigan,18,30,5
2976,06/03/2016,Detroit,Michigan,28,32,22
2977,06/03/2016,Flint,Michigan,23,33,12
2978,06/03/2016,Grand Rapids,Michigan,24,32,14
2979,06/03/2016,Houghton Lake,Michigan,16,28,4
2980,06/03/2016,Lansing,Michigan,22,31,13
2981,06/03/2016,Marquette,Michigan,16,29,3
2982,06/03/2016,Muskegon,Michigan,26,34,18
2983,06/03/2016,Sault Ste Marie,Michigan,20,29,12
2984,06/03/2016,Duluth,Minnesota,21,30,12
2985,06/03/2016,International Falls,Minnesota,13,29,-3
2986,06/03/2016,Minneapolis,Minnesota,31,38,23
2987,06/03/2016,Rochester,Minnesota,25,32,18
2988,06/03/2016,St Cloud,Minnesota,28,36,21
2989,06/03/2016,Greenville,Mississippi,54,65,43
2990,06/03/2016,Greenwood,Mississippi,52,65,39
2991,06/03/2016,Gulfport,Mississippi,60,71,49
2992,06/03/2016,Hattiesburg,Mississippi,57,72,43
2993,06/03/2016,Jackson,Mississippi,56,71,41
2994,06/03/2016,Meridian,Mississippi,53,67,38
2995,06/03/2016,Tupelo,Mississippi,49,60,37
2996,06/03/2016,Cape Girardeau,Missouri,42,52,31
2997,06/03/2016,Columbia,Missouri,44,56,31
2998,06/03/2016,Kansas City,Missouri,48,60,31
2999,06/03/2016,Rolla/Vichy,Missouri,44,56,31
3000,06/03/2016,Springfield,Missouri,48,63,33
3001,06/03/2016,St Joseph,Missouri,42,58,25
3002,06/03/2016,St Louis,Missouri,42,52,31
3003,06/03/2016,Billings,Montana,48,61,34
3004,06/03/2016,Butte,Montana,36,49,23
3005,06/03/2016,Cut Bank,Montana,41,53,29
3006,06/03/2016,Dillon,Montana,40,54,26
3007,06/03/2016,Glasgow,Montana,40,52,27
3008,06/03/2016,Great Falls,Montana,44,58,29
3009,06/03/2016,Havre,Montana,43,60,25
3010,06/03/2016,Helena,Montana,42,56,28
3011,06/03/2016,Kalispell,Montana,37,47,27
3012,06/03/2016,Miles City,Montana,45,61,28
3013,06/03/2016,Missoula,Montana,38,49,27
3014,06/03/2016,Grand Island,Nebraska,44,59,28
3015,06/03/2016,Lincoln,Nebraska,42,58,25
3016,06/03/2016,Norfolk,Nebraska,39,53,26
3017,06/03/2016,North Platte,Nebraska,44,64,23
3018,06/03/2016,Omaha,Nebraska,39,52,26
3019,06/03/2016,Scottsbluff,Nebraska,45,65,25
3020,06/03/2016,Sidney,Nebraska,44,63,24
3021,06/03/2016,Valentine,Nebraska,44,62,26
3022,06/03/2016,Ely,Nevada,44,58,29
3023,06/03/2016,Eureka,Nevada,46,60,31
3024,06/03/2016,Las Vegas,Nevada,67,77,57
3025,06/03/2016,Mercury,Nevada,57,70,44
3026,06/03/2016,Reno,Nevada,52,63,40
3027,06/03/2016,Winnemucca,Nevada,48,63,32
3028,06/03/2016,Concord,New Hampshire,27,38,16
3029,06/03/2016,Mt. Washington,New Hampshire,60,60,60
3030,06/03/2016,Atlantic City,New Jersey,36,45,27
3031,06/03/2016,Newark,New Jersey,38,46,29
3032,06/03/2016,Albuquerque,New Mexico,56,71,40
3033,06/03/2016,Clayton,New Mexico,52,67,35
3034,06/03/2016,Roswell,New Mexico,57,74,39
3035,06/03/2016,Albany,New York,29,38,19
3036,06/03/2016,Binghamton,New York,26,36,16
3037,06/03/2016,Buffalo,New York,25,32,18
3038,06/03/2016,Glens Falls,New York,26,35,16
3039,06/03/2016,Islip,New York,36,43,29
3040,06/03/2016,New York,New York,39,46,31
3041,06/03/2016,Rochester,New York,25,32,18
3042,06/03/2016,Syracuse,New York,25,35,15
3043,06/03/2016,Asheville,North Carolina,41,52,30
3044,06/03/2016,Cape Hatteras,North Carolina,50,57,42
3045,06/03/2016,Charlotte,North Carolina,47,59,34
3046,06/03/2016,Greensboro,North Carolina,45,57,32
3047,06/03/2016,Hickory,North Carolina,43,54,32
3048,06/03/2016,Raleigh/Durham,North Carolina,47,58,34
3049,06/03/2016,Wilmington,North Carolina,50,60,38
3050,06/03/2016,Bismarck,North Dakota,34,48,20
3051,06/03/2016,Dickinson,North Dakota,37,49,23
3052,06/03/2016,Fargo,North Dakota,29,38,20
3053,06/03/2016,Grand Forks,North Dakota,28,36,20
3054,06/03/2016,Williston,North Dakota,35,48,22
3055,06/03/2016,Akron,Ohio,31,38,24
3056,06/03/2016,Cleveland,Ohio,30,37,23
3057,06/03/2016,Columbus,Ohio,34,41,27
3058,06/03/2016,Dayton,Ohio,33,39,27
3059,06/03/2016,Mansfield,Ohio,30,36,24
3060,06/03/2016,Toledo,Ohio,28,33,22
3061,06/03/2016,Youngstown/Warren,Ohio,31,38,21
3062,06/03/2016,Gage,Oklahoma,54,71,36
3063,06/03/2016,Oklahoma City,Oklahoma,54,68,40
3064,06/03/2016,Ponca City,Oklahoma,52,69,35
3065,06/03/2016,Tulsa,Oklahoma,54,69,40
3066,06/03/2016,Astoria,Oregon,51,57,44
3067,06/03/2016,Burns,Oregon,44,56,32
3068,06/03/2016,Eugene,Oregon,51,59,42
3069,06/03/2016,Medford,Oregon,52,63,40
3070,06/03/2016,Pendleton,Oregon,51,62,40
3071,06/03/2016,Portland,Oregon,52,58,45
3072,06/03/2016,Redmond,Oregon,46,59,33
3073,06/03/2016,Salem,Oregon,52,59,44
3074,06/03/2016,Allentown,Pennsylvania,37,47,26
3075,06/03/2016,Erie,Pennsylvania,27,33,21
3076,06/03/2016,Harrisburg,Pennsylvania,37,47,27
3077,06/03/2016,Philadelphia,Pennsylvania,40,49,31
3078,06/03/2016,Pittsburgh,Pennsylvania,34,41,26
3079,06/03/2016,Wilkes-Barre/Scranton,Pennsylvania,32,41,23
3080,06/03/2016,Williamsport,Pennsylvania,36,45,26
3081,06/03/2016,San Juan,Puerto Rico,80,84,74
3082,06/03/2016,Providence,Rhode Island,34,41,26
3083,06/03/2016,Anderson,South Carolina,48,59,36
3084,06/03/2016,Charleston,South Carolina,55,66,43
3085,06/03/2016,Columbia,South Carolina,52,64,40
3086,06/03/2016,Greer,South Carolina,47,58,35
3087,06/03/2016,Aberdeen,South Dakota,34,45,23
3088,06/03/2016,Huron,South Dakota,32,44,20
3089,06/03/2016,Pierre,South Dakota,34,47,19
3090,06/03/2016,Rapid City,South Dakota,43,62,25
3091,06/03/2016,Sioux Falls,South Dakota,29,40,18
3092,06/03/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,40,52,26
3093,06/03/2016,Chattanooga,Tennessee,47,56,36
3094,06/03/2016,Clarksville,Tennessee,41,52,30
3095,06/03/2016,Crossville,Tennessee,41,51,30
3096,06/03/2016,Knoxville,Tennessee,43,53,32
3097,06/03/2016,Memphis,Tennessee,52,62,41
3098,06/03/2016,Nashville,Tennessee,45,56,33
3099,06/03/2016,Oak Ridge,Tennessee,43,53,32
3100,06/03/2016,Abilene,Texas,59,73,45
3101,06/03/2016,Amarillo,Texas,56,72,39
3102,06/03/2016,Austin/Bergstrom,Texas,62,78,46
3103,06/03/2016,Austin/City,Texas,67,79,55
3104,06/03/2016,Beaumont/Port Arthur,Texas,65,77,53
3105,06/03/2016,Brownsville,Texas,74,82,65
3106,06/03/2016,Childress,Texas,58,74,42
3107,06/03/2016,College Station,Texas,64,77,51
3108,06/03/2016,Corpus Christi,Texas,72,82,61
3109,06/03/2016,Dalhart,Texas,53,72,34
3110,06/03/2016,Dallas,Texas,61,72,49
3111,06/03/2016,Dallas-Fort Worth,Texas,60,72,47
3112,06/03/2016,Del Rio,Texas,67,80,53
3113,06/03/2016,El Paso,Texas,65,80,48
3114,06/03/2016,Fort Worth,Texas,60,73,48
3115,06/03/2016,Galveston,Texas,64,70,58
3116,06/03/2016,Houston,Texas,66,76,55
3117,06/03/2016,Lubbock,Texas,58,74,42
3118,06/03/2016,Midland,Texas,62,77,47
3119,06/03/2016,San Angelo,Texas,59,77,42
3120,06/03/2016,San Antonio,Texas,67,78,55
3121,06/03/2016,Victoria,Texas,65,79,52
3122,06/03/2016,Waco,Texas,59,74,44
3123,06/03/2016,Wichita Falls,Texas,57,72,42
3124,06/03/2016,Salt Lake City,Utah,52,64,39
3125,06/03/2016,Blacksburg,VA,41,53,30
3126,06/03/2016,Burlington,Vermont,21,31,11
3127,06/03/2016,Lynchburg,Virginia,40,52,26
3128,06/03/2016,Norfolk,Virginia,44,51,37
3129,06/03/2016,Richmond,Virginia,40,52,29
3130,06/03/2016,Roanoke,Virginia,41,53,30
3131,06/03/2016,Wallops Island,Virginia,38,48,30
3132,06/03/2016,Washington,Virginia,42,50,34
3133,06/03/2016,Deer Park,Washington,41,52,31
3134,06/03/2016,Ephrata,Washington,45,55,34
3135,06/03/2016,Olympia,Washington,48,56,40
3136,06/03/2016,Quillayute,Washington,51,55,46
3137,06/03/2016,Seattle,Washington,51,57,44
3138,06/03/2016,Spokane,Washington,44,52,36
3139,06/03/2016,Yakima,Washington,47,58,36
3140,06/03/2016,Beckley,West Virginia,36,45,26
3141,06/03/2016,Charleston,West Virginia,38,47,28
3142,06/03/2016,Elkins,West Virginia,34,45,23
3143,06/03/2016,Huntington,West Virginia,38,46,29
3144,06/03/2016,Green Bay,Wisconsin,25,32,17
3145,06/03/2016,La Crosse,Wisconsin,27,35,19
3146,06/03/2016,Madison,Wisconsin,26,34,16
3147,06/03/2016,Milwaukee,Wisconsin,28,34,20
3148,06/03/2016,Casper,Wyoming,43,59,22
3149,06/03/2016,Cheyenne,Wyoming,43,58,28
3150,06/03/2016,Lander,Wyoming,43,58,28
3151,06/03/2016,Rawlins,Wyoming,39,52,27
3152,06/03/2016,Sheridan,Wyoming,44,63,24
3153,13/03/2016,Birmingham,Alabama,68,76,59
3154,13/03/2016,Huntsville,Alabama,66,75,57
3155,13/03/2016,Mobile,Alabama,67,73,60
3156,13/03/2016,Montgomery,Alabama,68,79,57
3157,13/03/2016,Anchorage,Alaska,33,41,25
3158,13/03/2016,Annette,Alaska,41,46,36
3159,13/03/2016,Bethel,Alaska,21,27,14
3160,13/03/2016,Bettles,Alaska,8,19,-2
3161,13/03/2016,Cold Bay,Alaska,32,39,26
3162,13/03/2016,Cordova,Alaska,37,46,27
3163,13/03/2016,Delta Junction/Ft Greely,Alaska,22,34,9
3164,13/03/2016,Fairbanks,Alaska,16,28,3
3165,13/03/2016,Gulkana,Alaska,18,34,1
3166,13/03/2016,Gustavus,Alaska,60,60,60
3167,13/03/2016,Homer,Alaska,37,44,29
3168,13/03/2016,Iliamna,Alaska,36,43,28
3169,13/03/2016,Juneau,Alaska,37,46,28
3170,13/03/2016,Kenai,Alaska,32,40,24
3171,13/03/2016,Ketchikan,Alaska,42,47,36
3172,13/03/2016,King Salmon,Alaska,36,43,28
3173,13/03/2016,Kodiak,Alaska,39,43,34
3174,13/03/2016,Kotzebue,Alaska,3,12,-5
3175,13/03/2016,Mc Grath,Alaska,14,26,0
3176,13/03/2016,Nome,Alaska,10,18,3
3177,13/03/2016,Northway,Alaska,14,31,-3
3178,13/03/2016,Palmer,Alaska,36,45,27
3179,13/03/2016,Puntilla Lake,Alaska,60,60,60
3180,13/03/2016,Shemya,Alaska,60,60,60
3181,13/03/2016,Sitka,Alaska,48,57,38
3182,13/03/2016,Skagway,Alaska,40,47,32
3183,13/03/2016,St Paul Island,Alaska,28,32,24
3184,13/03/2016,Talkeetna,Alaska,32,42,21
3185,13/03/2016,Tanana,Alaska,11,20,2
3186,13/03/2016,Utqiagvik (Barrow),Alaska,-8,-6,-11
3187,13/03/2016,Wrangell,Alaska,60,60,60
3188,13/03/2016,Yakutat,Alaska,38,48,28
3189,13/03/2016,Douglas Bisbee,Arizona,51,70,33
3190,13/03/2016,Kingman,Arizona,53,68,37
3191,13/03/2016,Phoenix,Arizona,65,77,53
3192,13/03/2016,Tucson,Arizona,61,75,46
3193,13/03/2016,Winslow,Arizona,47,66,28
3194,13/03/2016,Fort Smith,Arkansas,60,66,53
3195,13/03/2016,Harrison,Arkansas,57,63,50
3196,13/03/2016,North Little Rock,Arkansas,59,64,54
3197,13/03/2016,Bakersfield,California,57,68,46
3198,13/03/2016,Bishop,California,48,65,30
3199,13/03/2016,China Lake,California,55,69,40
3200,13/03/2016,Concord,California,55,61,49
3201,13/03/2016,Eureka,California,52,58,46
3202,13/03/2016,Fresno,California,55,62,46
3203,13/03/2016,Hayward,California,56,62,50
3204,13/03/2016,Long Beach,California,59,68,49
3205,13/03/2016,Los Angeles,California,58,64,50
3206,13/03/2016,Red Bluff,California,52,57,47
3207,13/03/2016,Redding,California,52,57,47
3208,13/03/2016,Sacramento,California,53,59,47
3209,13/03/2016,Salinas,California,56,62,49
3210,13/03/2016,San Diego,California,60,66,53
3211,13/03/2016,San Francisco,California,56,60,51
3212,13/03/2016,Sandberg,California,47,55,38
3213,13/03/2016,Santa Barbara,California,57,65,47
3214,13/03/2016,Santa Maria,California,55,64,45
3215,13/03/2016,Stockton,California,54,61,47
3216,13/03/2016,Alamosa,Colorado,36,56,16
3217,13/03/2016,Colorado Springs,Colorado,46,60,32
3218,13/03/2016,Craig,Colorado,35,47,22
3219,13/03/2016,Denver,Colorado,46,61,30
3220,13/03/2016,Grand Junction,Colorado,45,58,33
3221,13/03/2016,Pueblo,Colorado,49,68,31
3222,13/03/2016,Bridgeport,Connecticut,49,59,39
3223,13/03/2016,Windsor Locks,Connecticut,52,65,38
3224,13/03/2016,Newark,DE,55,68,42
3225,13/03/2016,Wilmington,Delaware,55,68,42
3226,13/03/2016,Daytona Beach,Florida,69,79,58
3227,13/03/2016,Fort Lauderdale,Florida,75,79,71
3228,13/03/2016,Gainesville,Florida,67,81,53
3229,13/03/2016,Jacksonville,Florida,67,80,54
3230,13/03/2016,Key West,Florida,75,78,71
3231,13/03/2016,Miami,Florida,76,81,71
3232,13/03/2016,Orlando,Florida,71,83,59
3233,13/03/2016,Pensacola,Florida,68,73,61
3234,13/03/2016,Tallahassee,Florida,68,80,55
3235,13/03/2016,Tampa,Florida,73,82,64
3236,13/03/2016,Vero Beach,Florida,74,80,68
3237,13/03/2016,West Palm Beach,Florida,76,80,71
3238,13/03/2016,Alma,Georgia,66,80,52
3239,13/03/2016,Athens,Georgia,65,78,51
3240,13/03/2016,Atlanta,Georgia,65,75,55
3241,13/03/2016,Augusta,Georgia,65,79,49
3242,13/03/2016,Macon,Georgia,65,78,52
3243,13/03/2016,Savannah,Georgia,68,79,55
3244,13/03/2016,Hilo,Hawaii,74,80,67
3245,13/03/2016,Honolulu,Hawaii,75,81,69
3246,13/03/2016,Kahului,Hawaii,74,82,65
3247,13/03/2016,Kaunakakai,Hawaii,72,78,65
3248,13/03/2016,Lihue,Hawaii,73,78,66
3249,13/03/2016,Boise,Idaho,49,55,42
3250,13/03/2016,Lewiston,Idaho,46,56,36
3251,13/03/2016,Pocatello,Idaho,44,53,35
3252,13/03/2016,Chicago,Illinois,50,58,42
3253,13/03/2016,Moline,Illinois,54,63,43
3254,13/03/2016,Peoria,Illinois,53,61,45
3255,13/03/2016,Quincy,Illinois,55,62,47
3256,13/03/2016,Rockford,Illinois,50,60,40
3257,13/03/2016,Springfield,Illinois,56,64,48
3258,13/03/2016,Evansville,Indiana,58,66,50
3259,13/03/2016,Fort Wayne,Indiana,50,59,41
3260,13/03/2016,Indianapolis,Indiana,57,65,48
3261,13/03/2016,South Bend,Indiana,51,60,42
3262,13/03/2016,Cedar Rapids,Iowa,50,60,39
3263,13/03/2016,Des Moines,Iowa,54,63,44
3264,13/03/2016,Dubuque,Iowa,49,59,38
3265,13/03/2016,Sioux City,Iowa,54,67,38
3266,13/03/2016,Waterloo,Iowa,48,60,36
3267,13/03/2016,Concordia,Kansas,54,66,42
3268,13/03/2016,Dodge City,Kansas,52,67,36
3269,13/03/2016,Goodland,Kansas,50,68,32
3270,13/03/2016,Medicine Lodge,Kansas,56,68,43
3271,13/03/2016,Topeka,Kansas,57,66,47
3272,13/03/2016,Wichita,Kansas,57,67,45
3273,13/03/2016,Covington,Kentucky,58,65,51
3274,13/03/2016,Jackson,Kentucky,62,72,52
3275,13/03/2016,Lexington,Kentucky,61,70,53
3276,13/03/2016,Louisville,Kentucky,61,69,52
3277,13/03/2016,Paducah,Kentucky,61,67,53
3278,13/03/2016,Baton Rouge,Louisiana,69,76,62
3279,13/03/2016,Lake Charles,Louisiana,69,76,62
3280,13/03/2016,New Orleans,Louisiana,72,77,66
